8.359252445220951e-08,4.7767156829834e-08,2.9854473018646245e-08
1.24965674222922e-07,-5.098534543854162e-09,9.651121431590523e-08
1.501129341953184e-07,-1.252465544119704e-07,1.719529942330945e-07
1.4111918663861575e-07,-2.691465153192129e-07,2.4690089053895e-07
1.4237065205464485e-07,-2.891699619756784e-07,2.494038213710082e-07
1.8005282103378716e-07,-8.920846656419551e-07,3.247681593292928e-07
1.9763408630709553e-07,-8.997764691990276e-07,3.0498923589682087e-07
2.2665385984453762e-07,-9.124726201216585e-07,2.723419906671985e-07
2.719670720141048e-07,-9.634499838124216e-07,2.610136876248067e-07
3.5588163572161377e-07,-1.0953157267813644e-06,2.0507064515313403e-07
3.8096105226664533e-07,-1.1270829877384043e-06,2.125944701166435e-07
7.932289424929487e-07,-1.6492889820250553e-06,3.3627483718453444e-07
8.716728135809522e-07,-1.719016867436614e-06,5.062365578752087e-07
8.803321252887681e-07,-1.726439134614742e-06,5.340700597931886e-07
9.238789061431257e-07,-1.7637649467756199e-06,6.74041855396481e-07
9.485769074136584e-07,-1.7761139474108863e-06,7.152051908473688e-07
9.485769074136584e-07,-1.7501510731434125e-06,1.0007968077895808e-06
9.67077670241065e-07,-1.7501510731434125e-06,1.1673036732362406e-06
1.02998090073983e-06,-1.8359282056417283e-06,1.2302069037350055e-06
1.0898420032615133e-06,-1.8723653984810138e-06,1.2276042471036279e-06
1.1729459907785177e-06,-1.9056069934878157e-06,1.1577968975893442e-06
1.1911816625974385e-06,-1.9153326851245735e-06,1.1547576189528574e-06
1.7006767921277222e-06,-2.187063420874058e-06,1.0698417640311435e-06
1.7226640445526706e-06,-2.2354353762089446e-06,1.070941126652391e-06
1.7715604211217114e-06,-2.3430074046608344e-06,1.0733859454808431e-06
1.7841051190459747e-06,-2.440228813573875e-06,1.0890668178861723e-06
1.7900624949514839e-06,-2.499802572628968e-06,1.0860881299334177e-06
1.7941338748395415e-06,-2.5177166441364217e-06,1.0616598506050714e-06
1.8683272636161363e-06,-2.8441675547534384e-06,6.164995179455035e-07
1.9239430037720127e-06,-2.9646683250911708e-06,6.860191931403492e-07
1.933048712512149e-06,-2.986522026067498e-06,7.090869886153615e-07
1.9734403903460445e-06,-3.0834620528688468e-06,8.114125724612296e-07
1.9705819094308884e-06,-3.1920843276447817e-06,9.686290227948195e-07
1.938891718965289e-06,-3.318845089507179e-06,1.3647564036148108e-06
1.9466722774735592e-06,-3.2799422969658275e-06,1.5631606455757044e-06
1.95149404427316e-06,-3.2244919787704172e-06,1.6451306811689193e-06
1.9527124538435327e-06,-3.2208367500592985e-06,1.6609700055837668e-06
1.9582714672295916e-06,-3.2041597099011215e-06,1.7332371796025331e-06
1.9902112652419737e-06,-3.2273886539101268e-06,1.7796950676205436e-06
2.1304118020823233e-06,-3.414322703030593e-06,1.9121066857475408e-06
2.2374647758813234e-06,-3.467849189930093e-06,1.8920342531602283e-06
2.3219541057309617e-06,-3.4960122998799727e-06,1.8328917222654814e-06
2.3373218936786925e-06,-3.5040035496127926e-06,1.8175239343177504e-06
2.4099505861066244e-06,-3.5417704696753174e-06,1.7448952418898183e-06
2.4674437003501465e-06,-3.6538820424501855e-06,1.6730288490854157e-06
2.5838424973960964e-06,-3.956518914769655e-06,1.3936717361751364e-06
2.6480300366962573e-06,-4.056811944926156e-06,1.3334959180812358e-06
2.7185415982650402e-06,-4.146774971755292e-06,1.4258903780679166e-06
2.7368285443877204e-06,-4.172376696327045e-06,1.4472251485443767e-06
2.8150647488897717e-06,-4.281907382629917e-06,1.5385007204634365e-06
2.8371308658667696e-06,-4.335496523859769e-06,1.6488313053484274e-06
2.8051671356194366e-06,-4.383442119230769e-06,2.0563688660019235e-06
2.798677656602818e-06,-4.441847430380336e-06,2.264032194533718e-06
2.7819470802271693e-06,-4.592422617761173e-06,2.5122024107725045e-06
2.7813331832562183e-06,-4.628028642076324e-06,2.566839241187133e-06
2.778614139444425e-06,-4.785733183160328e-06,2.8088341404367245e-06
2.772792617086755e-06,-4.942914286817419e-06,2.9834798111668257e-06
2.7567184661729612e-06,-5.28047145600709e-06,3.304962829442703e-06
2.8337914303734313e-06,-5.422447969007956e-06,3.519955834844014e-06
2.895467617284625e-06,-5.603621768059587e-06,3.7088391572595445e-06
2.9253123037341303e-06,-5.829114954566961e-06,3.765212453886388e-06
2.929554096494352e-06,-5.873350793352132e-06,3.754910957182992e-06
2.9506527214300898e-06,-6.093379310539113e-06,3.703671439481914e-06
2.9140936756178117e-06,-6.254239112113137e-06,2.4387284543770933e-06
3.0252961163129596e-06,-6.3357875686229125e-06,1.934610723225755e-06
3.13498090040427e-06,-6.408179526123178e-06,1.724015937770439e-06
3.3569241518068968e-06,-6.578905104125198e-06,1.6284096140893074e-06
3.366518152613695e-06,-6.622677732806214e-06,1.5798399850048927e-06
3.410284929411988e-06,-6.822363651948426e-06,1.3582706774635344e-06
3.4519681298484357e-06,-7.273931656676607e-06,9.414386730990592e-07
3.5531888842141867e-06,-7.4814342031263965e-06,8.857672581978962e-07
3.5859801270567394e-06,-7.38902251875193e-06,9.394256555766186e-07
3.5790701327239026e-06,-7.233547646263099e-06,9.947056102393141e-07
3.6351787072373974e-06,-7.124631001619256e-06,1.0442131759865155e-06
3.6558030530020403e-06,-7.120384812785359e-06,1.0611979313221039e-06
4.211123903362244e-06,-7.006054049475905e-06,1.5185209845599187e-06
4.232781363652396e-06,-7.0481657778178675e-06,1.5846965576687176e-06
4.265341513876079e-06,-7.111477181030584e-06,1.6841859055744153e-06
4.318664655687467e-06,-7.070850025364765e-06,1.8060673725718732e-06
4.401670061075223e-06,-6.821833809201499e-06,1.961251391340286e-06
4.432278198378675e-06,-6.7732208852489574e-06,2.0062633579630097e-06
5.351240665447103e-06,-5.313692261081454e-06,3.3576787507106973e-06
5.370849412864293e-06,-5.282548956360035e-06,3.474177779483414e-06
5.399470807259228e-06,-5.237091447615139e-06,3.644222534418023e-06
5.411076105115652e-06,-5.222584825294609e-06,3.986578821182532e-06
5.509492758594915e-06,-5.238987600874486e-06,4.521309305086528e-06
5.523034347866416e-06,-5.229754699098463e-06,4.636412813894285e-06
5.876889084105552e-06,-4.988490106208142e-06,7.644178071926945e-06
5.876889084105552e-06,-4.961070062216077e-06,7.930129959272765e-06
5.876889084105552e-06,-4.923379200086766e-06,8.323191807192726e-06
5.871167580465018e-06,-4.840417397299018e-06,8.975443222213642e-06
5.8447213226557324e-06,-4.655293592634017e-06,9.815111907658469e-06
5.840947100769103e-06,-4.61189004093778e-06,9.968596931048057e-06
5.73774672142227e-06,-3.425085678449205e-06,1.4165412357819251e-05
5.728720359079887e-06,-3.4115461349356298e-06,1.4388814825793239e-05
5.715132006070924e-06,-3.391163605422185e-06,1.4725126562765077e-05
5.7064303254101925e-06,-3.463677610928278e-06,1.5258829643289922e-05
5.797991972390964e-06,-3.6533410225313046e-06,1.5827819878099002e-05
5.83887937616278e-06,-3.6923413153598067e-06,1.5887578391303966e-05
6.899422048523762e-06,-4.703935864381051e-06,1.7437602297062325e-05
6.947697523986743e-06,-4.725129975559921e-06,1.749765227873579e-05
7.016856483850633e-06,-4.755492445744068e-06,1.7583679277590872e-05
7.183800108856187e-06,-4.768091964612412e-06,1.773802338372808e-05
7.4989596635074325e-06,-4.860981096509621e-06,1.8089675097338945e-05
7.524376534258967e-06,-4.885792803671834e-06,1.815805858293236e-05
