5.44580078125,291.125,-52.4375,178.5625,0.07,0.12,0.09,3,3,3,3
24.822998046875,291.125,-52.4375,178.5625,0.09,0.15,0.1,3,3,3,3
40.7841796875,291.125,-52.4375,178.5625,0.1,0.11,0.15,3,3,3,3
45.724609375,291.125,-52.4375,178.5625,0.1,0.11,0.15,3,3,3,3
53.88232421875,291.125,-52.4375,178.5625,0.07,0.13,0.1,3,3,3,3
63.18359375,291.125,-52.4375,178.5625,0.07,0.11,0.04,3,3,3,3
72.588623046875,291.125,-52.4375,178.5625,0.07,0.12,0.06,3,3,3,3
84.306640625,291.125,-52.4375,178.5625,0.08,0.14,0.14,3,3,3,3
92.54931640625,291.125,-52.4375,178.5625,0.11,0.15,0.12,3,3,3,3
100.784423828125,291.125,-52.4375,178.5625,0.08,0.15,0.13,3,3,3,3
105.733642578125,291.125,-52.4375,178.5625,0.08,0.15,0.13,3,3,3,3
114.07275390625,291.125,-52.4375,178.5625,0.09,0.13,0.05,3,3,3,3
122.534912109375,291.125,-52.4375,178.5625,0.07,0.12,0.08,3,3,3,3
134.278564453125,291.125,-52.4375,178.5625,0.09,0.12,0.11,3,3,3,3
142.725341796875,291.125,-52.4375,178.5625,0.09,0.14,0.12,3,3,3,3
151.2734375,291.125,-52.4375,178.5625,0.07,0.16,0.1,3,3,3,3
156.187255859375,291.125,-52.4375,178.5625,0.07,0.16,0.1,3,3,3,3
164.49951171875,291.125,-52.4375,178.5625,0.08,0.15,0.08,3,3,3,3
172.71337890625,291.125,-52.4375,178.5625,0.08,0.12,0.08,3,3,3,3
184.388916015625,291.125,-52.4375,178.5625,0.08,0.13,0.1,3,3,3,3
192.814453125,291.125,-52.4375,178.5625,0.08,0.11,0.12,3,3,3,3
201.37890625,291.125,-52.4375,178.5625,0.07,0.1,0.09,3,3,3,3
206.331298828125,291.125,-52.4375,178.5625,0.07,0.1,0.09,3,3,3,3
214.666748046875,291.125,-52.4375,178.5625,0.07,0.13,0.03,3,3,3,3
223.1357421875,291.125,-52.4375,178.5625,0.08,0.15,0.05,3,3,3,3
234.532470703125,291.125,-52.4375,178.5625,0.08,0.17,0.12,3,3,3,3
243.078125,291.125,-52.4375,178.5625,0.08,0.14,0.12,3,3,3,3
