5.46630859375,45.375,-25.4375,-11.875,1.2,3.66,0.98,1,3,3,3
17.66552734375,45.375,-25.4375,-11.875,0.91,3.83,0.48,1,3,3,3
26.75927734375,44.625,-25.5,-12.0625,0.67,3.39,0.17,1,3,3,3
35.319580078125,44.375,-25.5625,-11.9375,0.55,1.51,0.06,1,3,3,3
43.39111328125,44.375,-25.5625,-11.9375,0.49,0.79,0.15,1,3,3,3
51.97998046875,44.0625,-25.625,-11.6875,0.56,0.5,0.19,1,3,3,3
57.030029296875,43.875,-25.6875,-11.5,0.56,0.5,0.19,1,3,3,3
72.028076171875,43.6875,-25.75,-11.375,1.53,1.27,0.55,1,3,3,3
78.18994140625,43.1875,-25.8125,-11.3125,1.53,1.27,0.55,1,3,3,3
85.239013671875,43.0625,-26.0,-11.1875,1.39,1.41,0.12,1,3,3,3
93.51171875,43.0625,-26.0,-11.1875,0.72,1.24,-0.5,1,3,3,3
102.353759765625,42.875,-26.25,-11.125,-0.09,1.17,-1.11,1,3,3,3
107.9794921875,42.75,-26.5625,-10.9375,-0.09,1.17,-1.11,1,3,3,3
122.15576171875,42.625,-26.8125,-10.8125,0.8,1.54,-0.73,1,3,3,3
128.4189453125,42.25,-26.875,-10.625,0.8,1.54,-0.73,1,3,3,3
135.39453125,42.1875,-27.0,-10.375,0.74,1.41,-0.49,1,3,3,3
143.75537109375,42.1875,-27.0,-10.375,0.22,0.5,-0.32,1,3,3,3
152.4921875,42.0625,-27.125,-10.0625,0.29,0.15,-0.14,1,3,3,3
157.444091796875,41.875,-27.25,-9.6875,0.29,0.15,-0.14,1,3,3,3
172.732177734375,41.8125,-27.3125,-9.375,0.64,0.8,0.83,1,3,3,3
178.947265625,41.3125,-27.375,-9.125,0.64,0.8,0.83,1,3,3,3
185.94677734375,41.3125,-27.5,-8.8125,1.2,1.11,0.46,1,3,3,3
193.97998046875,41.3125,-27.5,-8.8125,0.02,0.95,-0.19,1,3,3,3
